admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A12345_m2a,GHG_B12345_m2a,GHG_B1234567_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN
CSTB393,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,263,n/a,0-5000,2,2,1,frame concrete,Other,n/a,1,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,116924.68,n/a,8.891610646,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.53263346,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.345646388,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.058274525,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.717504183,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.657495057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.579603042,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB394,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,168,n/a,0-5000,2,2,0,massive concrete,Gable or saddle roof,n/a,2,n/a,20.6,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,78932.98,n/a,9.396783333,1.5398,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.528890476,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.615127381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.847879762,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.166194048,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.658257143,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.57972381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB395,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,94,n/a,0-5000,2,0,0,massive brick,Flat roof,n/a,3,n/a,20.3,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,115717.12,n/a,24.62066383,1.4347,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.081653191,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.24286383,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.813929787,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.407606383,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.987587234,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.997253191,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB396,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,289,n/a,0-5000,3,2,1,massive concrete,Gable or saddle roof,n/a,2,n/a,33.8,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,123840.05,n/a,8.570245675,7.0445,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.494687889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.282301038,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.971982007,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.585410381,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.656074048,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.579377855,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB397,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,95,n/a,0-5000,2,2,0,massive concrete,Gable or saddle roof,n/a,2,n/a,42.7,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,62290.68,n/a,13.11382737,8.7103,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.702471579,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.406467368,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.915825263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.837092632,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.669246316,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.581465263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB398,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,808.1,n/a,0-5000,18,3,0,massive brick,Gable or saddle roof,n/a,3,n/a,43.9,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.2478,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.652817968,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.333413191,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.593432991,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.554363074,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.469256033,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB399,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,82,n/a,0-5000,2,2,0,massive concrete,Gable or saddle roof,n/a,2,n/a,20.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47886.48,n/a,11.67962927,1.5126,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.491736585,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.253785366,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.586629268,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.993480488,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.671604878,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.581839024,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB400,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,132,n/a,0-5000,2,2,0,frame concrete,Other,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,76325.88,n/a,11.56452727,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.428110606,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.954065152,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.159643939,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.766060606,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.673586364,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58215303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB401,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,883,n/a,0-5000,25,0,0,massive brick,Flat roof,n/a,2,n/a,52.3,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1036734.52,n/a,23.48209558,12.2299,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.783369196,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.175201359,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.293333409,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.620295357,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.419395696,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.431919366,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB402,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1559.48,n/a,0-5000,60,4,0,massive brick,Flat roof,n/a,0,n/a,32,n/a,Other,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1300268.83,n/a,16.67567176,2.3818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.078903224,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.987655372,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.477955601,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.064714648,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB403,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,839,n/a,0-5000,21,0,0,massive brick,Flat roof,n/a,2,n/a,49.1,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,642458.04,n/a,15.31485197,11.5178,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.522853874,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.278006436,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.396301073,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.524764243,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.560640763,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.640160191,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB404,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,877,n/a,0-5000,23,0,0,massive brick,Flat roof,n/a,2,n/a,53.8,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,645641.65,n/a,14.72386887,12.6439,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.950508324,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.805588597,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.456387001,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.956923603,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.560642189,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.640160547,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB405,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,93.87999725,n/a,0-5000,4,2,0,massive wood,Gable or saddle roof,n/a,3,n/a,n/a,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53519.25,n/a,11.40163007,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.756380508,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.263268039,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.502147466,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.032818551,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.145745783,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.580000017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB406,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,96.56999969,n/a,0-5000,5,2,0,massive wood,Gable or saddle roof,n/a,3,n/a,n/a,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57312.76,n/a,11.86968213,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.67126437,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.464113083,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.452214978,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.139320707,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.441534655,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.580000002,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB407,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,102.3399963,n/a,0-5000,5,2,0,massive wood,Gable or saddle roof,n/a,3,n/a,n/a,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60572.96,n/a,11.83759276,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.659976572,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.346947478,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.567434099,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.046775528,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.355888407,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.580000021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
